id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B_cell|B_cell	B_cell|CancerHR-proficient	B_cell|CancerHRD	B_cell|DC	B_cell|EC	B_cell|Fibroblast	B_cell|Mast	B_cell|Myeloid	B_cell|T_cell	CancerHR-proficient|B_cell	CancerHR-proficient|CancerHR-proficient	CancerHR-proficient|CancerHRD	CancerHR-proficient|DC	CancerHR-proficient|EC	CancerHR-proficient|Fibroblast	CancerHR-proficient|Mast	CancerHR-proficient|Myeloid	CancerHR-proficient|T_cell	CancerHRD|B_cell	CancerHRD|CancerHR-proficient	CancerHRD|CancerHRD	CancerHRD|DC	CancerHRD|EC	CancerHRD|Fibroblast	CancerHRD|Mast	CancerHRD|Myeloid	CancerHRD|T_cell	DC|B_cell	DC|CancerHR-proficient	DC|CancerHRD	DC|DC	DC|EC	DC|Fibroblast	DC|Mast	DC|Myeloid	DC|T_cell	EC|B_cell	EC|CancerHR-proficient	EC|CancerHRD	EC|DC	EC|EC	EC|Fibroblast	EC|Mast	EC|Myeloid	EC|T_cell	Fibroblast|B_cell	Fibroblast|CancerHR-proficient	Fibroblast|CancerHRD	Fibroblast|DC	Fibroblast|EC	Fibroblast|Fibroblast	Fibroblast|Mast	Fibroblast|Myeloid	Fibroblast|T_cell	Mast|B_cell	Mast|CancerHR-proficient	Mast|CancerHRD	Mast|DC	Mast|EC	Mast|Fibroblast	Mast|Mast	Mast|Myeloid	Mast|T_cell	Myeloid|B_cell	Myeloid|CancerHR-proficient	Myeloid|CancerHRD	Myeloid|DC	Myeloid|EC	Myeloid|Fibroblast	Myeloid|Mast	Myeloid|Myeloid	Myeloid|T_cell	T_cell|B_cell	T_cell|CancerHR-proficient	T_cell|CancerHRD	T_cell|DC	T_cell|EC	T_cell|Fibroblast	T_cell|Mast	T_cell|Myeloid	T_cell|T_cell
CPI-SS0799949D7	RXFP4_INSL5	simple:Q8TDU9	simple:Q9Y5Q6	RXFP4	INSL5	True	True	False	curated	False	1.667																																																																																	
CPI-SS01442BDB7	RXFP2_RLN3	simple:Q8WXD0	simple:Q8WXF3	RXFP2	RLN3	True	True	False	curated	False	1.667																																																																																	
CPI-SS0A6477344	RXFP4_RLN3	simple:Q8TDU9	simple:Q8WXF3	RXFP4	RLN3	True	True	False	curated	False	1.667																																																																																	
CPI-SS027E57635	PROKR2_PROK2	simple:Q8NFJ6	simple:Q9HC23	PROKR2	PROK2	True	True	False	curated	False	1.667																																																																																	
CPI-SC01610499E	IFNL3_Type_III_IFNR	simple:Q8IZI9	complex:Type_III_IFNR	IFNL3		True	False	True	curated	False	1.667																																																																																	
CPI-SC09F9339AD	IFNL1_Type_III_IFNR	simple:Q8IU54	complex:Type_III_IFNR	IFNL1		True	False	True	curated	False	1.667																																																																																	
CPI-SS08C995EB4	CXCL17_GPR35	simple:Q6UXB2	simple:Q9HC97	CXCL17	GPR35	True	False	True	guidetopharmacology.org	False	1.667																																																																																	
CPI-SS033E857EB	VSTM1_ADGRG3	simple:Q6UX27	simple:Q86Y34	VSTM1	ADGRG3	True	True	True	IMEx,IntAct	False	1.667																																																																																	
CPI-SS045D94D48	C10orf99_SUSD2	simple:Q6UWK7	simple:Q9UGT4	C10orf99	SUSD2	True	False	True	curated	False	1.667																																																																																	
CPI-SS0327E1782	IGFL3_IGFLR1	simple:Q6UXB1	simple:Q9H665	IGFL3	IGFLR1	True	False	True	curated	False	1.667																																																																																	
CPI-SS08EDE5442	IGFL2_IGFLR1	simple:Q6UWQ7	simple:Q9H665	IGFL2	IGFLR1	True	False	True	curated	False	1.667																																																																																	
CPI-SS00ABEE10B	IGFL1_IGFLR1	simple:Q6UW32	simple:Q9H665	IGFL1	IGFLR1	True	False	True	curated	False	1.667																																																																																	
CPI-SS0762B39A3	TREML2_CD276	simple:Q5T2D2	simple:Q5ZPR3	TREML2	CD276	False	True	False	curated	False	1.667																																																																																	
CPI-SS0A1028EF5	UNC5D_NTN4	simple:Q6UXZ4	simple:Q9HB63	UNC5D	NTN4	True	True	False	curated	False	1.667																																																																																	
CPI-SS07DFEBFA8	GPR19_ENHO	simple:Q15760	simple:Q6UWT2	GPR19	ENHO	True	True	False	guidetopharmacology.org	False	1.667																																																																																	
CPI-SS0F856A80F	KISS1_KISS1R	simple:Q15726	simple:Q969F8	KISS1	KISS1R	True	False	True	guidetopharmacology.org	False	1.667																																																																																	
CPI-SS0893BD6B6	IL16_GRIN2C	simple:Q14005	simple:Q14957	IL16	GRIN2C	True	False	True	I2D	False	1.667																																																																																	
CPI-SS0D00AAD2F	SEMA5A_PLXNB3	simple:Q13591	simple:Q9ULL4	SEMA5A	PLXNB3	False	False	True	curated	False	1.667																																																																																	
CPI-CC08CA59D0F	RAreceptor_RARB_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARB	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.667																																																																																	
CPI-SS083E7D88C	CRHR2_UCN2	simple:Q13324	simple:Q96RP3	CRHR2	UCN2	True	True	False	curated	False	1.667																																																																																	
CPI-CC054A62E24	RAreceptor_RARB_RXRB_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARB_RXRB	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.667																																																																																	
CPI-CC01013C167	RAreceptor_RXRG_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RXRG	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.667																																																																																	
CPI-SS0281839F1	IL37_IL1RAPL1	simple:Q9NZH6	simple:Q9NZN1	IL37	IL1RAPL1	True	False	True	InnateDB	False	1.667																																																																																	
CPI-SC060C69786	NRTN_RET_receptor_2	simple:Q99748	complex:RET_receptor_2	NRTN		True	False	True	curated	False	1.667																																																																																	
CPI-SC047CEF2DD	CRLF2_TSLPR	simple:Q9HC73	complex:TSLPR	CRLF2		True	True	True	curated	False	1.667																																																																																	
CPI-SC090068F7B	TSLP_TSLPR	simple:Q969D9	complex:TSLPR	TSLP		True	False	True	curated	False	1.667																																																																																	
CPI-SS05A8552D7	EDA_EDAR	simple:Q92838	simple:Q9UNE0	EDA	EDAR	True	False	True	guidetopharmacology.org	False	1.667																																																																																	
CPI-SS00797FD15	EDA_EDA2R	simple:Q92838	simple:Q9HAV5	EDA	EDA2R	True	False	True	guidetopharmacology.org	False	1.667																																																																																	
CPI-CC07EB70E9C	RAreceptor_RXRG_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RXRG	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.667																																																																																	
CPI-CC0DB92A7C7	RAreceptor_RARG_RXRG_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARG_RXRG	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.667																																																																																	
CPI-CC02DA10AF1	RAreceptor_RARB_RXRB_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARB_RXRB	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.667																																																																																	
CPI-CC03D29A57A	RAreceptor_RARB_atRetinoicAcid_byALDH1A3	complex:RAreceptor_RARB	complex:atRetinoicAcid_byALDH1A3			True	True	False	curated	False	1.667																																																																																	
CPI-SC061B08F44	RORB_atRetinoicAcid_byALDH1A3	simple:Q92753	complex:atRetinoicAcid_byALDH1A3	RORB		True	True	False	curated	False	1.667																																																																																	
CPI-CC0B0EE8B92	RAreceptor_RXRG_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RXRG	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.667																																																																																	
CPI-CC0EE65B390	RAreceptor_RXRB_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RXRB	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.667																																																																																	
CPI-CC03471D12E	RAreceptor_RXRA_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RXRA	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.667																																																																																	
CPI-CC04D4A2639	RAreceptor_RARG_RXRG_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARG_RXRG	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.667																																																																																	
CPI-CC0B7305040	RAreceptor_RARG_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARG	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.667																																																																																	
CPI-CC0033B8550	RAreceptor_RARB_RXRB_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARB_RXRB	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.667																																																																																	
CPI-CC07740C2C7	RAreceptor_RARB_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARB	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.667																																																																																	
CPI-CC006FA0683	RAreceptor_RARA_RXRA_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARA_RXRA	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.667																																																																																	
CPI-CC026C4A350	RAreceptor_RARA_atRetinoicAcid_byALDH1A2	complex:RAreceptor_RARA	complex:atRetinoicAcid_byALDH1A2			True	True	False	curated	False	1.667																																																																																	
CPI-SC0AD976083	RORB_atRetinoicAcid_byALDH1A2	simple:Q92753	complex:atRetinoicAcid_byALDH1A2	RORB		True	True	False	curated	False	1.667																																																																																	
CPI-CC0C253E5C0	RAreceptor_RARG_RXRG_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARG_RXRG	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	1.667																																																																																	
CPI-SS02EDE5894	CRHR2_UCN3	simple:Q13324	simple:Q969E3	CRHR2	UCN3	True	True	False	curated	False	1.667																																																																																	
CPI-SS00BBA318F	TEK_ANGPT4	simple:Q02763	simple:Q9Y264	TEK	ANGPT4	True	True	False	curated	False	1.667																																																																																	
CPI-SS08B94BEB2	DSC1_DSG2	simple:Q08554	simple:Q14126	DSC1	DSG2	False	False	False	curated	False	1.667																																																																																	
CPI-SS07B3139A0	NMU_NMUR2	simple:P48645	simple:Q9GZQ4	NMU	NMUR2	True	False	True	curated	False	1.667																																																																																	
CPI-SS0D5E1C3D2	NPBWR1_NPB	simple:P48145	simple:Q8NG41	NPBWR1	NPB	True	True	False	curated	False	1.667																																																																																	
CPI-SS0BDA7A63E	NPBWR1_NPW	simple:P48145	simple:Q8N729	NPBWR1	NPW	True	True	False	curated	False	1.667																																																																																	
CPI-SS052D34F0B	XCR1_XCL2	simple:P46094	simple:Q9UBD3	XCR1	XCL2	True	True	False	curated	False	1.667																																																																																	
CPI-SS0B6643F31	XCR1_XCL1	simple:P46094	simple:P47992	XCR1	XCL1	True	True	False	curated	False	1.667																																																																																	
CPI-SC0F0D82E23	PTGFR_ProstaglandinF2a_byPRXL2B	simple:P43088	complex:ProstaglandinF2a_byPRXL2B	PTGFR		True	True	False	curated	False	1.667																																																																																	
CPI-SC092FFAABA	PTGFR_ProstaglandinF2a_byCBR1	simple:P43088	complex:ProstaglandinF2a_byCBR1	PTGFR		True	True	False	curated	False	1.667																																																																																	
CPI-SC07B698B76	PTGFR_ProstaglandinF2a_byAKR1B1	simple:P43088	complex:ProstaglandinF2a_byAKR1B1	PTGFR		True	True	False	curated	False	1.667																																																																																	
CPI-SS066FE05CA	LEP_LEPR	simple:P41159	simple:P48357	LEP	LEPR	True	False	True	curated	False	1.667																																																																																	
CPI-SS09B2D63C8	OPRL1_PNOC	simple:P41146	simple:Q13519	OPRL1	PNOC	True	True	False	curated	False	1.667																																																																																	
CPI-SS0DC2DD9D7	THPO_MPL	simple:P40225	simple:P40238	THPO	MPL	True	False	True	curated	False	1.667																																																																																	
CPI-SC03B346136	ARTN_RET_receptor_3	simple:Q5T4W7	complex:RET_receptor_3	ARTN		True	False	True	curated	False	1.667																																																																																	
CPI-SC08032972C	ARTN_RET_receptor_1	simple:Q5T4W7	complex:RET_receptor_1	ARTN		True	False	True	curated	False	1.667																																																																																	
CPI-SC0BDF87EA3	GDNF_RET_receptor_1	simple:P39905	complex:RET_receptor_1	GDNF		True	False	True	curated	False	1.667																																																																																	
CPI-SS0D8148841	APLNR_APLN	simple:P35414	simple:Q9ULZ1	APLNR	APLN	True	True	False	curated	False	1.667																																																																																	
CPI-SS07D6A511D	CRHR1_UCN	simple:P34998	simple:P55089	CRHR1	UCN	True	True	False	curated	False	1.667																																																																																	
CPI-SS083319328	NTSR1_NTS	simple:P30989	simple:P30990	NTSR1	NTS	True	True	False	guidetopharmacology.org	False	1.667																																																																																	
CPI-SS0708F743A	SSTR5_SST	simple:P35346	simple:P61278	SSTR5	SST	True	True	False	curated	False	1.667																																																																																	
CPI-SS0A489DE67	SSTR3_SST	simple:P32745	simple:P61278	SSTR3	SST	True	True	False	curated	False	1.667																																																																																	
CPI-SS0ED38D1E3	SSTR2_SST	simple:P30874	simple:P61278	SSTR2	SST	True	True	False	curated	False	1.667																																																																																	
CPI-SS00C069DCB	SSTR1_SST	simple:P30872	simple:P61278	SSTR1	SST	True	True	False	curated	False	1.667																																																																																	
CPI-SS018BD4882	NMU_NMUR1	simple:P48645	simple:Q9HB89	NMU	NMUR1	True	False	True	curated	False	1.667																																																																																	
CPI-SS0B6A4E8BC	PTH2R_PTH2	simple:P49190	simple:Q96A98	PTH2R	PTH2	True	True	False	curated	False	1.667																																																																																	
CPI-SS0A75BD839	PTH1R_PTH2	simple:Q03431	simple:Q96A98	PTH1R	PTH2	True	True	False	curated	False	1.667																																																																																	
CPI-SS04ACF8F99	PRLHR_PRLH	simple:P49683	simple:P81277	PRLHR	PRLH	True	True	False	curated	False	1.667																																																																																	
CPI-SS0B6F0C894	DSG2_DSC3	simple:Q14126	simple:Q14574	DSG2	DSC3	False	False	False	curated	False	1.667																																																																																	
CPI-SS09000F32A	DSG1_DSC3	simple:Q02413	simple:Q14574	DSG1	DSC3	False	False	False	curated	False	1.667																																																																																	
CPI-SS062307CFE	DSG1_DSC1	simple:Q02413	simple:Q08554	DSG1	DSC1	False	False	False	curated	False	1.667																																																																																	
CPI-SS036437279	DSG1_DSC2	simple:Q02413	simple:Q02487	DSG1	DSC2	False	False	False	curated	False	1.667																																																																																	
CPI-CS09C48BE1A	ProstaglandinD2_byAKR1C3_PTGDR2	complex:ProstaglandinD2_byAKR1C3	simple:Q9Y5Y4		PTGDR2	True	False	True	curated	False	1.667																																																																																	
CPI-CS0C57A3081	PlexinA1_complex1_SEMA6D	complex:PlexinA1_complex1	simple:Q8NFY4		SEMA6D	False	True	False	curated	False	1.667																																																																																	
CPI-CS03FEC2D68	PTCH_GAS1_transmembrane_receptor_SHH	complex:PTCH_GAS1_transmembrane_receptor	simple:Q15465		SHH	True	True	False	curated	False	1.667																																																																																	
CPI-CS0F34B5B7B	PTCH_CDON_transmembrane_receptor_SHH	complex:PTCH_CDON_transmembrane_receptor	simple:Q15465		SHH	True	True	False	curated	False	1.667																																																																																	
CPI-CS07CECBD31	PTCH_BOC_transmembrane_receptor_SHH	complex:PTCH_BOC_transmembrane_receptor	simple:Q15465		SHH	True	True	False	curated	False	1.667																																																																																	
CPI-CS0E63C11C2	PTCH2_GAS1_transmembrane_receptor_SHH	complex:PTCH2_GAS1_transmembrane_receptor	simple:Q15465		SHH	True	True	False	curated	False	1.667																																																																																	
CPI-SS0DBEC6C00	TACR3_TAC3	simple:P29371	simple:Q9UHF0	TACR3	TAC3	True	True	False	curated	False	1.667																																																																																	
CPI-CS0E91836A4	PTCH2_CDON_transmembrane_receptor_SHH	complex:PTCH2_CDON_transmembrane_receptor	simple:Q15465		SHH	True	True	False	curated	False	1.667																																																																																	
CPI-SS0BC884A75	QRFP_QRFPR	simple:P83859	simple:Q96P65	QRFP	QRFPR	True	False	True	guidetopharmacology.org	False	1.667																																																																																	
CPI-SS0D5A3EC0A	LCN2_SLC22A17	simple:P80188	simple:Q8WUG5	LCN2	SLC22A17	True	False	True	curated	False	1.667																																																																																	
CPI-SS0AD2A36FE	RELN_LRP8	simple:P78509	simple:Q14114	RELN	LRP8	True	False	True	curated	False	1.667																																																																																	
CPI-SS06DF3325D	RELN_VLDLR	simple:P78509	simple:P98155	RELN	VLDLR	True	False	True	curated	False	1.667																																																																																	
CPI-SS0C53F7672	CDH6_CDH6	simple:P55285	simple:P55285	CDH6	CDH6	False	False	False	curated	False	1.667																																																																																	
CPI-SS09CCC0451	INHBE_ACVR2B	simple:P58166	simple:Q13705	INHBE	ACVR2B	True	False	True	curated	False	1.667																																																																																	
CPI-SS04BE14432	INHBC_ACVR2B	simple:P55103	simple:Q13705	INHBC	ACVR2B	True	False	True	curated	False	1.667																																																																																	
CPI-SS0974EB232	ACKR1_CCL17	simple:Q16570	simple:Q92583	ACKR1	CCL17	True	True	False	I2D	False	1.667																																																																																	
CPI-SS0EF1A7415	CCR4_CCL17	simple:P51679	simple:Q92583	CCR4	CCL17	True	True	False	curated	False	1.667																																																																																	
CPI-SS007A30888	GPR15_C10orf99	simple:P49685	simple:Q6UWK7	GPR15	C10orf99	True	True	False	curated	False	1.667																																																																																	
CPI-CS07D2364C3	PTCH2_BOC_transmembrane_receptor_SHH	complex:PTCH2_BOC_transmembrane_receptor	simple:Q15465		SHH	True	True	False	curated	False	1.667																																																																																	
CPI-SS05F45873A	SAA1_FPR2	simple:P0DJI8	simple:P25090	SAA1	FPR2	True	False	True	curated	False	1.667																																																																																	
CPI-SC0EA880BEF	PTGER1_ProstaglandinE2_byPTGES3	simple:P34995	complex:ProstaglandinE2_byPTGES3	PTGER1		True	True	False	curated	False	1.667																																																																																	
CPI-SC0BE9FDD60	PTGER1_ProstaglandinE2_byPTGES	simple:P34995	complex:ProstaglandinE2_byPTGES	PTGER1		True	True	False	curated	False	1.667																																																																																	
CPI-SS010F961E8	WNT2B_WIF1	simple:Q93097	simple:Q9Y5W5	WNT2B	WIF1	True	False	False	curated	False	1.667																																																																																	
CPI-SS0D10CE481	WNT7B_WIF1	simple:P56706	simple:Q9Y5W5	WNT7B	WIF1	True	False	False	curated	False	1.667																																																																																	
CPI-SS068E97BDA	WNT4_WIF1	simple:P56705	simple:Q9Y5W5	WNT4	WIF1	True	False	False	curated	False	1.667																																																																																	
CPI-SS0146C75AD	WNT3_WIF1	simple:P56703	simple:Q9Y5W5	WNT3	WIF1	True	False	False	curated	False	1.667																																																																																	
CPI-SS017D5AA63	WNT2_WIF1	simple:P09544	simple:Q9Y5W5	WNT2	WIF1	True	False	False	curated	False	1.667																																																																																	
CPI-SS0BE97E181	WNT1_WIF1	simple:P04628	simple:Q9Y5W5	WNT1	WIF1	True	False	False	curated	False	1.667																																																																																	
CPI-SS09BDB5618	WNT11_WIF1	simple:O96014	simple:Q9Y5W5	WNT11	WIF1	True	False	False	curated	False	1.667																																																																																	
CPI-SS0CCD1017B	WNT9B_WIF1	simple:O14905	simple:Q9Y5W5	WNT9B	WIF1	True	False	False	curated	False	1.667																																																																																	
CPI-SS04662DF1A	WNT9A_WIF1	simple:O14904	simple:Q9Y5W5	WNT9A	WIF1	True	False	False	curated	False	1.667																																																																																	
CPI-SS0F5CC57E2	WNT7A_WIF1	simple:O00755	simple:Q9Y5W5	WNT7A	WIF1	True	False	False	curated	False	1.667																																																																																	
CPI-SS03C93A8FE	WNT5A_WIF1	simple:P41221	simple:Q9Y5W5	WNT5A	WIF1	True	False	False	curated	False	1.667																																																																																	
CPI-SS0CD97BA9B	WNT3A_WIF1	simple:P56704	simple:Q9Y5W5	WNT3A	WIF1	True	False	False	curated	False	1.667																																																																																	
CPI-SS07A42979A	WNT8B_SFRP2	simple:Q93098	simple:Q96HF1	WNT8B	SFRP2	True	False	False	curated	False	1.667																																																																																	
CPI-SS08643DD8A	WNT2B_SFRP2	simple:Q93097	simple:Q96HF1	WNT2B	SFRP2	True	False	False	curated	False	1.667																																																																																	
CPI-SS08F783A87	WNT7B_SFRP2	simple:P56706	simple:Q96HF1	WNT7B	SFRP2	True	False	False	curated	False	1.667																																																																																	
CPI-SS0661CE946	WNT4_SFRP2	simple:P56705	simple:Q96HF1	WNT4	SFRP2	True	False	False	curated	False	1.667																																																																																	
CPI-SS0E9BE6A4E	WNT3_SFRP2	simple:P56703	simple:Q96HF1	WNT3	SFRP2	True	False	False	curated	False	1.667																																																																																	
CPI-SS0D861FC88	WNT1_SFRP2	simple:P04628	simple:Q96HF1	WNT1	SFRP2	True	False	False	curated	False	1.667																																																																																	
CPI-SS0C283076A	WNT11_SFRP2	simple:O96014	simple:Q96HF1	WNT11	SFRP2	True	False	False	curated	False	1.667																																																																																	
CPI-SS0ED630027	WNT9B_SFRP2	simple:O14905	simple:Q96HF1	WNT9B	SFRP2	True	False	False	curated	False	1.667																																																																																	
CPI-SS00877D499	WNT9A_SFRP2	simple:O14904	simple:Q96HF1	WNT9A	SFRP2	True	False	False	curated	False	1.667																																																																																	
CPI-SS015ED6D03	WNT8B_WIF1	simple:Q93098	simple:Q9Y5W5	WNT8B	WIF1	True	False	False	curated	False	1.667																																																																																	
CPI-SS0F41AC8EC	WNT7A_SFRP2	simple:O00755	simple:Q96HF1	WNT7A	SFRP2	True	False	False	curated	False	1.667																																																																																	
CPI-SS02682D84C	WNT5B_WIF1	simple:Q9H1J7	simple:Q9Y5W5	WNT5B	WIF1	True	False	False	curated	False	1.667																																																																																	
CPI-SS0097929A7	BMP7_SLAMF1	simple:P18075	simple:Q13291	BMP7	SLAMF1	True	False	True	InnateDB-All	False	1.667																																																																																	
CPI-SS0A69F13A3	WNT4_SMO	simple:P56705	simple:Q99835	WNT4	SMO	True	False	True	I2D	False	1.667																																																																																	
CPI-SS0A81A3626	WNT7A_LDLR	simple:O00755	simple:P01130	WNT7A	LDLR	True	False	True	InnateDB-All	False	1.667																																																																																	
CPI-SS0EECD7662	GPR25_RETN	simple:O00155	simple:Q9HD89	GPR25	RETN	True	True	False	IMEx,IntAct	False	1.667																																																																																	
CPI-CS02FBABE5A	NODAL_receptor_IcIIb_TDGF1_NODAL	complex:NODAL_receptor_IcIIb_TDGF1	simple:Q96S42		NODAL	True	True	False	curated	False	1.667																																																																																	
CPI-CS05AEAC684	NODAL_receptor_IbIIb_TDGF1_NODAL	complex:NODAL_receptor_IbIIb_TDGF1	simple:Q96S42		NODAL	True	True	False	curated	False	1.667																																																																																	
CPI-CS060B4E81F	NODAL_receptor_IbIIa_TDGF1_NODAL	complex:NODAL_receptor_IbIIa_TDGF1	simple:Q96S42		NODAL	True	True	False	curated	False	1.667																																																																																	
CPI-CS036E570BB	NKG2D_II_receptor_ULBP1	complex:NKG2D_II_receptor	simple:Q9BZM6		ULBP1	False	True	True	curated	False	1.667																																																																																	
CPI-CS0CF4B0B76	NKG2D_II_receptor_ULBP2	complex:NKG2D_II_receptor	simple:Q9BZM5		ULBP2	True	True	False	curated	False	1.667																																																																																	
CPI-CS04AC85773	NKG2D_II_receptor_ULBP3	complex:NKG2D_II_receptor	simple:Q9BZM4		ULBP3	False	True	False	curated	False	1.667																																																																																	
CPI-CS0900D8465	NKG2D_II_receptor_RAET1E	complex:NKG2D_II_receptor	simple:Q8TD07		RAET1E	True	True	False	curated	False	1.667																																																																																	
CPI-CS0EFC3DBAF	NKG2D_II_receptor_RAET1G	complex:NKG2D_II_receptor	simple:Q6H3X3		RAET1G	True	True	False	curated	False	1.667																																																																																	
CPI-CS06BF2DA72	NKG2D_II_receptor_RAET1L	complex:NKG2D_II_receptor	simple:Q5VY80		RAET1L	False	True	False	curated	False	1.667																																																																																	
CPI-CS0125C709C	NKG2D_II_receptor_MICA	complex:NKG2D_II_receptor	simple:Q29983		MICA	False	True	False	curated	False	1.667																																																																																	
CPI-CS088059426	NKG2D_II_receptor_MICB	complex:NKG2D_II_receptor	simple:Q29980		MICB	False	True	False	curated	False	1.667																																																																																	
CPI-CS0B5D1E156	MIS_receptor_3_AMH	complex:MIS_receptor_3	simple:P03971		AMH	True	True	False	curated	False	1.667																																																																																	
CPI-CS0168A25C9	Estradiol_byHSD17B1_ESR1	complex:Estradiol_byHSD17B1	simple:P03372		ESR1	True	False	True	curated	False	1.667																																																																																	
CPI-CS0724C54D2	MIS_receptor_1_AMH	complex:MIS_receptor_1	simple:P03971		AMH	True	True	False	curated	False	1.667																																																																																	
CPI-SS0E7CBFD03	WNT5A_ROR2	simple:P41221	simple:Q01974	WNT5A	ROR2	True	False	True	curated	False	1.667																																																																																	
CPI-SS073F3FAD5	WNT5A_ROR1	simple:P41221	simple:Q01973	WNT5A	ROR1	True	False	True	curated	False	1.667																																																																																	
CPI-SS0331C5A49	GDF11_ANTXR1	simple:O95390	simple:Q9H6X2	GDF11	ANTXR1	True	False	True	InnateDB-All	False	1.667																																																																																	
CPI-SS0C56C483F	WNT5A_ANTXR1	simple:P41221	simple:Q9H6X2	WNT5A	ANTXR1	True	False	True	InnateDB-All	False	1.667																																																																																	
CPI-SS0D192A275	WNT16_WIF1	simple:Q9UBV4	simple:Q9Y5W5	WNT16	WIF1	True	False	False	curated	False	1.667																																																																																	
CPI-SS03F33B34C	WNT5A_SFRP2	simple:P41221	simple:Q96HF1	WNT5A	SFRP2	True	False	False	curated	False	1.667																																																																																	
CPI-SS0F05B138C	WNT3A_SFRP2	simple:P56704	simple:Q96HF1	WNT3A	SFRP2	True	False	False	curated	False	1.667																																																																																	
CPI-SS03BC3A729	WNT7B_FRZB	simple:P56706	simple:Q92765	WNT7B	FRZB	True	False	False	curated	False	1.667																																																																																	
CPI-SS001D0E553	WNT7A_SFRP4	simple:O00755	simple:Q6FHJ7	WNT7A	SFRP4	True	False	False	curated	False	1.667																																																																																	
CPI-SS0A21B9682	WNT5A_SFRP4	simple:P41221	simple:Q6FHJ7	WNT5A	SFRP4	True	False	False	curated	False	1.667																																																																																	
CPI-SS02879E156	WNT3A_SFRP4	simple:P56704	simple:Q6FHJ7	WNT3A	SFRP4	True	False	False	curated	False	1.667																																																																																	
CPI-SS0E161B905	WNT7B_SFRP5	simple:P56706	simple:Q5T4F7	WNT7B	SFRP5	True	False	False	curated	False	1.667																																																																																	
CPI-SS0D5AAA463	WNT4_SFRP5	simple:P56705	simple:Q5T4F7	WNT4	SFRP5	True	False	False	curated	False	1.667																																																																																	
CPI-SS0D2044B87	WNT3_SFRP5	simple:P56703	simple:Q5T4F7	WNT3	SFRP5	True	False	False	curated	False	1.667																																																																																	
CPI-SS001BD48FB	WNT2_SFRP5	simple:P09544	simple:Q5T4F7	WNT2	SFRP5	True	False	False	curated	False	1.667																																																																																	
CPI-SS07447802E	WNT1_SFRP5	simple:P04628	simple:Q5T4F7	WNT1	SFRP5	True	False	False	curated	False	1.667																																																																																	
CPI-SS0102731DE	WNT11_SFRP5	simple:O96014	simple:Q5T4F7	WNT11	SFRP5	True	False	False	curated	False	1.667																																																																																	
CPI-SS050876F99	WNT9B_SFRP5	simple:O14905	simple:Q5T4F7	WNT9B	SFRP5	True	False	False	curated	False	1.667																																																																																	
CPI-SS0F103D7A7	WNT9A_SFRP5	simple:O14904	simple:Q5T4F7	WNT9A	SFRP5	True	False	False	curated	False	1.667																																																																																	
CPI-SS0BF15C2D4	WNT7A_SFRP5	simple:O00755	simple:Q5T4F7	WNT7A	SFRP5	True	False	False	curated	False	1.667																																																																																	
CPI-SS0734D2DA8	WNT5A_SFRP5	simple:P41221	simple:Q5T4F7	WNT5A	SFRP5	True	False	False	curated	False	1.667																																																																																	
CPI-SS01F46C4AB	WNT3A_SFRP5	simple:P56704	simple:Q5T4F7	WNT3A	SFRP5	True	False	False	curated	False	1.667																																																																																	
CPI-SS00BE17C71	APOB_APOBR	simple:P04114	simple:Q0VD83	APOB	APOBR	True	False	True	curated	False	1.667																																																																																	
