id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B_cell|B_cell	B_cell|CancerHR-proficient	B_cell|CancerHRD	B_cell|DC	B_cell|EC	B_cell|Fibroblast	B_cell|Mast	B_cell|Myeloid	B_cell|T_cell	CancerHR-proficient|B_cell	CancerHR-proficient|CancerHR-proficient	CancerHR-proficient|CancerHRD	CancerHR-proficient|DC	CancerHR-proficient|EC	CancerHR-proficient|Fibroblast	CancerHR-proficient|Mast	CancerHR-proficient|Myeloid	CancerHR-proficient|T_cell	CancerHRD|B_cell	CancerHRD|CancerHR-proficient	CancerHRD|CancerHRD	CancerHRD|DC	CancerHRD|EC	CancerHRD|Fibroblast	CancerHRD|Mast	CancerHRD|Myeloid	CancerHRD|T_cell	DC|B_cell	DC|CancerHR-proficient	DC|CancerHRD	DC|DC	DC|EC	DC|Fibroblast	DC|Mast	DC|Myeloid	DC|T_cell	EC|B_cell	EC|CancerHR-proficient	EC|CancerHRD	EC|DC	EC|EC	EC|Fibroblast	EC|Mast	EC|Myeloid	EC|T_cell	Fibroblast|B_cell	Fibroblast|CancerHR-proficient	Fibroblast|CancerHRD	Fibroblast|DC	Fibroblast|EC	Fibroblast|Fibroblast	Fibroblast|Mast	Fibroblast|Myeloid	Fibroblast|T_cell	Mast|B_cell	Mast|CancerHR-proficient	Mast|CancerHRD	Mast|DC	Mast|EC	Mast|Fibroblast	Mast|Mast	Mast|Myeloid	Mast|T_cell	Myeloid|B_cell	Myeloid|CancerHR-proficient	Myeloid|CancerHRD	Myeloid|DC	Myeloid|EC	Myeloid|Fibroblast	Myeloid|Mast	Myeloid|Myeloid	Myeloid|T_cell	T_cell|B_cell	T_cell|CancerHR-proficient	T_cell|CancerHRD	T_cell|DC	T_cell|EC	T_cell|Fibroblast	T_cell|Mast	T_cell|Myeloid	T_cell|T_cell
CPI-CS028ACED72	BMPR1B_BMPR2_BMP2	complex:BMPR1B_BMPR2	simple:P12643		BMP2	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.008	0.004	0.015	0.016	0.005	0.004	0.003	0.005	0.006	0.01	0.006	0.018	0.019	0.007	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.021	0.026	0.022	0.033	0.034	0.023	0.022	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.005	0.001	0.013	0.014	0.002	0.001	0.001	0.001	0.001	0.005	0.001	0.013	0.014	0.002	0.002	0.001
CPI-CS075442484	BMR1A_ACR2A_BMP2	complex:BMR1A_ACR2A	simple:P12643		BMP2	True	True	False	curated	False	0.004	0.004	0.009	0.005	0.016	0.018	0.006	0.005	0.005	0.007	0.007	0.012	0.008	0.019	0.021	0.009	0.008	0.007	0.007	0.007	0.012	0.008	0.019	0.02	0.008	0.008	0.007	0.005	0.005	0.009	0.006	0.017	0.018	0.006	0.006	0.005	0.003	0.003	0.008	0.004	0.015	0.016	0.005	0.004	0.003	0.059	0.059	0.064	0.06	0.071	0.072	0.06	0.06	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.014	0.019	0.015	0.026	0.027	0.016	0.015	0.014	0.008	0.008	0.013	0.009	0.02	0.021	0.009	0.009	0.008
CPI-CS0BE59B43E	BMR1A_AVR2B_BMP2	complex:BMR1A_AVR2B	simple:P12643		BMP2	True	True	False	curated	False	0.003	0.003	0.008	0.004	0.015	0.017	0.005	0.004	0.004	0.013	0.014	0.018	0.014	0.026	0.027	0.015	0.014	0.014	0.005	0.006	0.01	0.006	0.018	0.019	0.007	0.006	0.006	0.005	0.005	0.009	0.006	0.017	0.018	0.006	0.006	0.005	0.003	0.003	0.008	0.004	0.015	0.016	0.005	0.004	0.003	0.016	0.016	0.021	0.017	0.028	0.03	0.018	0.017	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.009	0.014	0.01	0.021	0.022	0.011	0.01	0.009	0.004	0.004	0.009	0.005	0.016	0.017	0.005	0.005	0.004
CPI-CS08A043594	BMR1B_AVR2A_BMP2	complex:BMR1B_AVR2A	simple:P12643		BMP2	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.008	0.004	0.015	0.016	0.005	0.004	0.003	0.005	0.006	0.01	0.006	0.018	0.019	0.007	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.021	0.026	0.022	0.033	0.034	0.023	0.022	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.005	0.001	0.013	0.014	0.002	0.001	0.001	0.001	0.001	0.005	0.001	0.013	0.014	0.002	0.002	0.001
CPI-CS058910188	BMR1B_AVR2B_BMP2	complex:BMR1B_AVR2B	simple:P12643		BMP2	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.008	0.004	0.015	0.016	0.005	0.004	0.003	0.005	0.006	0.01	0.006	0.018	0.019	0.007	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.016	0.021	0.017	0.028	0.03	0.018	0.017	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.005	0.001	0.013	0.014	0.002	0.001	0.001	0.001	0.001	0.005	0.001	0.013	0.014	0.002	0.002	0.001
CPI-CS0E54FF657	BMPR1A_BMPR2_BMP4	complex:BMPR1A_BMPR2	simple:P12644		BMP4	True	True	False	curated	False	0.01	0.02	0.014	0.01	0.061	0.083	0.0	0.01	0.011	0.03	0.04	0.035	0.031	0.082	0.103	0.0	0.03	0.031	0.019	0.029	0.024	0.02	0.071	0.093	0.0	0.02	0.021	0.005	0.014	0.009	0.005	0.056	0.078	0.0	0.005	0.006	0.003	0.013	0.007	0.003	0.054	0.076	0.0	0.003	0.004	0.095	0.105	0.1	0.096	0.147	0.169	0.0	0.096	0.096	0.025	0.035	0.03	0.026	0.077	0.099	0.0	0.026	0.026	0.014	0.024	0.018	0.015	0.066	0.087	0.0	0.014	0.015	0.02	0.029	0.024	0.02	0.071	0.093	0.0	0.02	0.021
CPI-CS0107C51C6	BMPR1B_BMPR2_BMP4	complex:BMPR1B_BMPR2	simple:P12644		BMP4	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.013	0.007	0.003	0.054	0.076	0.0	0.003	0.004	0.005	0.015	0.01	0.006	0.057	0.079	0.0	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.031	0.025	0.021	0.072	0.094	0.0	0.021	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.005	0.001	0.052	0.074	0.0	0.001	0.001	0.0	0.01	0.005	0.001	0.052	0.074	0.0	0.001	0.001
CPI-CS012D15A88	BMR1A_ACR2A_BMP4	complex:BMR1A_ACR2A	simple:P12644		BMP4	True	True	False	curated	False	0.004	0.014	0.009	0.005	0.056	0.077	0.0	0.005	0.005	0.007	0.017	0.012	0.008	0.059	0.08	0.0	0.008	0.008	0.007	0.017	0.011	0.007	0.058	0.08	0.0	0.007	0.008	0.005	0.014	0.009	0.005	0.056	0.078	0.0	0.005	0.006	0.003	0.013	0.007	0.003	0.054	0.076	0.0	0.003	0.004	0.059	0.069	0.063	0.059	0.11	0.132	0.0	0.059	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.024	0.018	0.015	0.066	0.087	0.0	0.014	0.015	0.008	0.018	0.012	0.008	0.059	0.081	0.0	0.008	0.009
CPI-CS0BCDC40FC	BMR1A_AVR2B_BMP4	complex:BMR1A_AVR2B	simple:P12644		BMP4	True	True	False	curated	False	0.003	0.013	0.008	0.004	0.055	0.076	0.0	0.004	0.004	0.013	0.023	0.018	0.014	0.065	0.087	0.0	0.014	0.014	0.005	0.015	0.01	0.006	0.057	0.079	0.0	0.006	0.006	0.005	0.014	0.009	0.005	0.056	0.078	0.0	0.005	0.006	0.003	0.013	0.007	0.003	0.054	0.076	0.0	0.003	0.004	0.016	0.026	0.021	0.017	0.068	0.089	0.0	0.017	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.019	0.013	0.01	0.061	0.082	0.0	0.009	0.01	0.004	0.014	0.008	0.004	0.055	0.077	0.0	0.004	0.005
CPI-CS02957B1BF	BMR1B_AVR2A_BMP4	complex:BMR1B_AVR2A	simple:P12644		BMP4	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.013	0.007	0.003	0.054	0.076	0.0	0.003	0.004	0.005	0.015	0.01	0.006	0.057	0.079	0.0	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.031	0.025	0.021	0.072	0.094	0.0	0.021	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.005	0.001	0.052	0.074	0.0	0.001	0.001	0.0	0.01	0.005	0.001	0.052	0.074	0.0	0.001	0.001
CPI-CS0E997FABD	BMR1B_AVR2B_BMP4	complex:BMR1B_AVR2B	simple:P12644		BMP4	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.013	0.007	0.003	0.054	0.076	0.0	0.003	0.004	0.005	0.015	0.01	0.006	0.057	0.079	0.0	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.026	0.021	0.017	0.068	0.089	0.0	0.017	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.005	0.001	0.052	0.074	0.0	0.001	0.001	0.0	0.01	0.005	0.001	0.052	0.074	0.0	0.001	0.001
CPI-CS0B9A4CA4D	BMPR1A_BMPR2_GDF6	complex:BMPR1A_BMPR2	simple:Q6KF10		GDF6	True	True	False	curated	False	0.0	0.0	0.01	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.096	0.0	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.022	0.0	0.0	0.0
CPI-CS0C623F17A	BMPR1B_BMPR2_GDF6	complex:BMPR1B_BMPR2	simple:Q6KF10		GDF6	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.0
CPI-CS04C402DFB	BMR1A_ACR2A_GDF6	complex:BMR1A_ACR2A	simple:Q6KF10		GDF6	True	True	False	curated	False	0.0	0.0	0.005	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.01	0.0	0.0	0.0
CPI-CS0D9226707	BMR1B_AVR2A_GDF6	complex:BMR1B_AVR2A	simple:Q6KF10		GDF6	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.0
CPI-CS027F8BD7E	BMR1B_AVR2B_GDF6	complex:BMR1B_AVR2B	simple:Q6KF10		GDF6	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.0
CPI-CS0CFA0E4C5	BMPR1A_BMPR2_GDF7	complex:BMPR1A_BMPR2	simple:Q7Z4P5		GDF7	True	True	False	curated	False	0.016	0.01	0.01	0.01	0.01	0.01	0.0	0.01	0.01	0.036	0.03	0.03	0.031	0.03	0.031	0.0	0.03	0.03	0.026	0.02	0.019	0.02	0.02	0.02	0.0	0.02	0.019	0.011	0.005	0.005	0.005	0.005	0.005	0.0	0.005	0.005	0.009	0.003	0.003	0.003	0.003	0.003	0.0	0.003	0.003	0.101	0.095	0.095	0.096	0.096	0.096	0.0	0.095	0.095	0.031	0.025	0.025	0.026	0.026	0.026	0.0	0.025	0.025	0.02	0.014	0.014	0.014	0.014	0.014	0.0	0.014	0.014	0.026	0.02	0.02	0.02	0.02	0.02	0.0	0.02	0.02
CPI-CS027D7A724	BMPR1B_BMPR2_GDF7	complex:BMPR1B_BMPR2	simple:Q7Z4P5		GDF7	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.003	0.003	0.003	0.003	0.003	0.0	0.003	0.003	0.011	0.005	0.005	0.006	0.006	0.006	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.021	0.021	0.021	0.021	0.021	0.0	0.021	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.001	0.001	0.001	0.0	0.0	0.0	0.007	0.001	0.0	0.001	0.001	0.001	0.0	0.001	0.0
CPI-CS05789C9A0	BMR1A_ACR2A_GDF7	complex:BMR1A_ACR2A	simple:Q7Z4P5		GDF7	True	True	False	curated	False	0.01	0.004	0.004	0.005	0.005	0.005	0.0	0.004	0.004	0.013	0.007	0.007	0.008	0.008	0.008	0.0	0.007	0.007	0.013	0.007	0.007	0.007	0.007	0.007	0.0	0.007	0.007	0.011	0.005	0.005	0.005	0.005	0.005	0.0	0.005	0.005	0.009	0.003	0.003	0.003	0.003	0.003	0.0	0.003	0.003	0.065	0.059	0.059	0.059	0.059	0.059	0.0	0.059	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.014	0.014	0.014	0.014	0.014	0.0	0.014	0.014	0.014	0.008	0.008	0.008	0.008	0.008	0.0	0.008	0.008
CPI-CS0E5078EDE	BMR1A_AVR2B_GDF7	complex:BMR1A_AVR2B	simple:Q7Z4P5		GDF7	True	True	False	curated	False	0.009	0.003	0.003	0.004	0.004	0.004	0.0	0.003	0.003	0.019	0.013	0.013	0.014	0.014	0.014	0.0	0.013	0.013	0.012	0.005	0.005	0.006	0.006	0.006	0.0	0.005	0.005	0.011	0.005	0.005	0.005	0.005	0.005	0.0	0.005	0.005	0.009	0.003	0.003	0.003	0.003	0.003	0.0	0.003	0.003	0.022	0.016	0.016	0.017	0.017	0.017	0.0	0.016	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.009	0.009	0.01	0.009	0.01	0.0	0.009	0.009	0.01	0.004	0.004	0.004	0.004	0.004	0.0	0.004	0.004
CPI-CS0BDA0D08C	BMR1B_AVR2A_GDF7	complex:BMR1B_AVR2A	simple:Q7Z4P5		GDF7	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.003	0.003	0.003	0.003	0.003	0.0	0.003	0.003	0.011	0.005	0.005	0.006	0.006	0.006	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.021	0.021	0.021	0.021	0.021	0.0	0.021	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.001	0.001	0.001	0.0	0.0	0.0	0.007	0.001	0.0	0.001	0.001	0.001	0.0	0.001	0.0
CPI-CS055E15573	BMR1B_AVR2B_GDF7	complex:BMR1B_AVR2B	simple:Q7Z4P5		GDF7	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.003	0.003	0.003	0.003	0.003	0.0	0.003	0.003	0.011	0.005	0.005	0.006	0.006	0.006	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.016	0.016	0.017	0.017	0.017	0.0	0.016	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.001	0.001	0.001	0.0	0.0	0.0	0.007	0.001	0.0	0.001	0.001	0.001	0.0	0.001	0.0
CPI-CS0569B9B91	BMPR1B_BMPR2_BMPR1A	complex:BMPR1B_BMPR2	simple:P36894		BMPR1A	False	True	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.033	0.022	0.007	0.005	0.098	0.121	0.016	0.022	0.015	0.035	0.024	0.01	0.008	0.1	0.123	0.019	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.051	0.04	0.025	0.023	0.116	0.139	0.034	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.03	0.019	0.005	0.003	0.095	0.118	0.014	0.02	0.01	0.03	0.02	0.005	0.003	0.095	0.118	0.014	0.02
CPI-CS0700FDD27	BMPR1B_BMPR2_GDF5	complex:BMPR1B_BMPR2	simple:P43026		GDF5	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.01	0.0	0.003	0.003	0.0	0.0	0.003	0.0	0.006	0.012	0.0	0.005	0.006	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.028	0.0	0.021	0.021	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.007	0.0	0.001	0.001	0.0	0.0	0.0
CPI-CS0DAA66443	BMR1A_ACR2A_GDF5	complex:BMR1A_ACR2A	simple:P43026		GDF5	True	True	False	curated	False	0.0	0.005	0.011	0.0	0.004	0.005	0.0	0.0	0.004	0.0	0.008	0.014	0.0	0.007	0.007	0.0	0.0	0.007	0.0	0.007	0.014	0.0	0.007	0.007	0.0	0.0	0.007	0.0	0.005	0.012	0.0	0.005	0.005	0.0	0.0	0.004	0.0	0.004	0.01	0.0	0.003	0.003	0.0	0.0	0.003	0.0	0.059	0.066	0.0	0.059	0.059	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.021	0.0	0.014	0.014	0.0	0.0	0.014	0.0	0.009	0.015	0.0	0.008	0.008	0.0	0.0	0.008
CPI-CS036BF2AC7	BMR1A_AVR2B_GDF5	complex:BMR1A_AVR2B	simple:P43026		GDF5	True	True	False	curated	False	0.0	0.004	0.01	0.0	0.003	0.004	0.0	0.0	0.003	0.0	0.014	0.02	0.0	0.013	0.014	0.0	0.0	0.013	0.0	0.006	0.012	0.0	0.006	0.006	0.0	0.0	0.005	0.0	0.005	0.012	0.0	0.005	0.005	0.0	0.0	0.004	0.0	0.004	0.01	0.0	0.003	0.003	0.0	0.0	0.003	0.0	0.017	0.023	0.0	0.016	0.016	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.016	0.0	0.009	0.009	0.0	0.0	0.009	0.0	0.005	0.011	0.0	0.004	0.004	0.0	0.0	0.004
CPI-CS069E2161D	BMR1B_AVR2A_GDF5	complex:BMR1B_AVR2A	simple:P43026		GDF5	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.01	0.0	0.003	0.003	0.0	0.0	0.003	0.0	0.006	0.012	0.0	0.005	0.006	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.028	0.0	0.021	0.021	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.007	0.0	0.001	0.001	0.0	0.0	0.0
CPI-CS089A36491	BMR1B_AVR2B_GDF5	complex:BMR1B_AVR2B	simple:P43026		GDF5	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.01	0.0	0.003	0.003	0.0	0.0	0.003	0.0	0.006	0.012	0.0	0.005	0.006	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.023	0.0	0.016	0.016	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.007	0.0	0.001	0.001	0.0	0.0	0.0
CPI-CS05CAC687A	ACVR_1B2A_receptor_GDF11	complex:ACVR_1B2A_receptor	simple:O95390		GDF11	True	True	False	curated	False	0.01	0.013	0.007	0.008	0.014	0.028	0.029	0.005	0.017	0.013	0.016	0.01	0.011	0.017	0.031	0.032	0.008	0.02	0.013	0.015	0.01	0.011	0.017	0.03	0.031	0.007	0.019	0.019	0.021	0.016	0.017	0.023	0.036	0.037	0.013	0.025	0.026	0.028	0.023	0.024	0.03	0.043	0.044	0.02	0.032	0.036	0.039	0.033	0.034	0.04	0.054	0.055	0.031	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.03	0.024	0.025	0.031	0.045	0.046	0.022	0.034	0.014	0.016	0.011	0.012	0.018	0.032	0.033	0.008	0.021
CPI-CS0A79056B0	ACVR_1B2B_receptor_GDF11	complex:ACVR_1B2B_receptor	simple:O95390		GDF11	True	True	False	curated	False	0.009	0.012	0.006	0.007	0.013	0.027	0.028	0.004	0.016	0.02	0.022	0.016	0.017	0.023	0.037	0.038	0.014	0.026	0.012	0.014	0.008	0.009	0.015	0.029	0.03	0.006	0.018	0.012	0.015	0.009	0.01	0.016	0.03	0.031	0.007	0.019	0.024	0.026	0.02	0.021	0.028	0.041	0.042	0.018	0.03	0.022	0.025	0.019	0.02	0.026	0.04	0.041	0.017	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.017	0.012	0.013	0.019	0.033	0.034	0.01	0.022	0.01	0.012	0.007	0.008	0.014	0.028	0.028	0.004	0.017
CPI-CS00379F820	ACVR_1B2B_receptor_MSTN	complex:ACVR_1B2B_receptor	simple:O14793		MSTN	True	True	False	curated	False	0.0	0.003	0.0	0.0	0.003	0.003	0.0	0.0	0.003	0.0	0.014	0.0	0.0	0.013	0.014	0.0	0.0	0.013	0.0	0.006	0.0	0.0	0.005	0.006	0.0	0.0	0.005	0.0	0.006	0.0	0.0	0.006	0.006	0.0	0.0	0.006	0.0	0.018	0.0	0.0	0.017	0.018	0.0	0.0	0.017	0.0	0.016	0.0	0.0	0.016	0.016	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.009	0.009	0.0	0.0	0.009	0.0	0.004	0.0	0.0	0.004	0.004	0.0	0.0	0.004
CPI-CS0DD047CC3	ACVR_1B2B_receptor_GDF10	complex:ACVR_1B2B_receptor	simple:P55107		GDF10	True	True	False	curated	False	0.003	0.0	0.004	0.0	0.004	0.019	0.0	0.0	0.005	0.014	0.0	0.014	0.0	0.014	0.03	0.0	0.0	0.015	0.006	0.0	0.006	0.0	0.006	0.022	0.0	0.0	0.007	0.006	0.0	0.007	0.0	0.007	0.022	0.0	0.0	0.008	0.018	0.0	0.019	0.0	0.018	0.034	0.0	0.0	0.019	0.016	0.0	0.017	0.0	0.017	0.032	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.01	0.0	0.01	0.025	0.0	0.0	0.011	0.004	0.0	0.005	0.0	0.005	0.02	0.0	0.0	0.006
CPI-CS0778FEF01	ACVR_1B2B_receptor_GDF3	complex:ACVR_1B2B_receptor	simple:Q9NR23		GDF3	True	True	False	curated	False	0.0	0.0	0.003	0.0	0.007	0.0	0.0	0.0	0.003	0.0	0.0	0.014	0.0	0.017	0.0	0.0	0.0	0.013	0.0	0.0	0.006	0.0	0.009	0.0	0.0	0.0	0.005	0.0	0.0	0.006	0.0	0.01	0.0	0.0	0.0	0.006	0.0	0.0	0.018	0.0	0.021	0.0	0.0	0.0	0.017	0.0	0.0	0.016	0.0	0.02	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.009	0.0	0.0	0.004	0.0	0.008	0.0	0.0	0.0	0.004
