id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B_cell|B_cell	B_cell|Cancer_cellHR-proficient	B_cell|Cancer_cellHRD	B_cell|Endothelial_cell	B_cell|Fibroblast	B_cell|Mast_cell	B_cell|Myeloid_cell	B_cell|T_cell	B_cell|pDC	Cancer_cellHR-proficient|B_cell	Cancer_cellHR-proficient|Cancer_cellHR-proficient	Cancer_cellHR-proficient|Cancer_cellHRD	Cancer_cellHR-proficient|Endothelial_cell	Cancer_cellHR-proficient|Fibroblast	Cancer_cellHR-proficient|Mast_cell	Cancer_cellHR-proficient|Myeloid_cell	Cancer_cellHR-proficient|T_cell	Cancer_cellHR-proficient|pDC	Cancer_cellHRD|B_cell	Cancer_cellHRD|Cancer_cellHR-proficient	Cancer_cellHRD|Cancer_cellHRD	Cancer_cellHRD|Endothelial_cell	Cancer_cellHRD|Fibroblast	Cancer_cellHRD|Mast_cell	Cancer_cellHRD|Myeloid_cell	Cancer_cellHRD|T_cell	Cancer_cellHRD|pDC	Endothelial_cell|B_cell	Endothelial_cell|Cancer_cellHR-proficient	Endothelial_cell|Cancer_cellHRD	Endothelial_cell|Endothelial_cell	Endothelial_cell|Fibroblast	Endothelial_cell|Mast_cell	Endothelial_cell|Myeloid_cell	Endothelial_cell|T_cell	Endothelial_cell|pDC	Fibroblast|B_cell	Fibroblast|Cancer_cellHR-proficient	Fibroblast|Cancer_cellHRD	Fibroblast|Endothelial_cell	Fibroblast|Fibroblast	Fibroblast|Mast_cell	Fibroblast|Myeloid_cell	Fibroblast|T_cell	Fibroblast|pDC	Mast_cell|B_cell	Mast_cell|Cancer_cellHR-proficient	Mast_cell|Cancer_cellHRD	Mast_cell|Endothelial_cell	Mast_cell|Fibroblast	Mast_cell|Mast_cell	Mast_cell|Myeloid_cell	Mast_cell|T_cell	Mast_cell|pDC	Myeloid_cell|B_cell	Myeloid_cell|Cancer_cellHR-proficient	Myeloid_cell|Cancer_cellHRD	Myeloid_cell|Endothelial_cell	Myeloid_cell|Fibroblast	Myeloid_cell|Mast_cell	Myeloid_cell|Myeloid_cell	Myeloid_cell|T_cell	Myeloid_cell|pDC	T_cell|B_cell	T_cell|Cancer_cellHR-proficient	T_cell|Cancer_cellHRD	T_cell|Endothelial_cell	T_cell|Fibroblast	T_cell|Mast_cell	T_cell|Myeloid_cell	T_cell|T_cell	T_cell|pDC	pDC|B_cell	pDC|Cancer_cellHR-proficient	pDC|Cancer_cellHRD	pDC|Endothelial_cell	pDC|Fibroblast	pDC|Mast_cell	pDC|Myeloid_cell	pDC|T_cell	pDC|pDC
CPI-SS0B337B316	TEK_ANGPT1	simple:Q02763	simple:Q15389	TEK	ANGPT1	True	True	False	curated	False	1.568																																																																																	
CPI-CS0E5D1ECCE	PlexinA1_complex3_SEMA3A	complex:PlexinA1_complex3	simple:Q14563		SEMA3A	True	True	False	curated	False	1.568																																																																																	
CPI-SS00BBA318F	TEK_ANGPT4	simple:Q02763	simple:Q9Y264	TEK	ANGPT4	True	True	False	curated	False	1.568																																																																																	
CPI-SS0B6F0C894	DSG2_DSC3	simple:Q14126	simple:Q14574	DSG2	DSC3	False	False	False	curated	False	1.568																																																																																	
CPI-CS033FF1896	IL20_receptor_Type_I_IL20	complex:IL20_receptor_Type_I	simple:Q9NYY1		IL20	True	True	False	curated	False	1.568																																																																																	
CPI-CS0E318EE6C	Klotho_FGFR1_FGF23	complex:Klotho_FGFR1	simple:Q9GZV9		FGF23	True	False	False	curated	False	1.568																																																																																	
CPI-CS07DF0B644	IL20_receptor_Type_I_IL19	complex:IL20_receptor_Type_I	simple:Q9UHD0		IL19	True	True	False	curated	False	1.568																																																																																	
CPI-SS0F1E79A03	WNT5A_SFRP1	simple:P41221	simple:Q8N474	WNT5A	SFRP1	True	False	False	curated	False	1.568																																																																																	
CPI-SS00E2C8381	WNT3A_SFRP1	simple:P56704	simple:Q8N474	WNT3A	SFRP1	True	False	False	curated	False	1.568																																																																																	
CPI-SS050373228	WNT7B_SFRP4	simple:P56706	simple:Q6FHJ7	WNT7B	SFRP4	True	False	False	curated	False	1.568																																																																																	
CPI-SS0514C14A6	WNT4_SFRP4	simple:P56705	simple:Q6FHJ7	WNT4	SFRP4	True	False	False	curated	False	1.568																																																																																	
CPI-SS0851A1599	WNT3_SFRP4	simple:P56703	simple:Q6FHJ7	WNT3	SFRP4	True	False	False	curated	False	1.568																																																																																	
CPI-SS00F776249	GPR1_FAM19A1	simple:P46091	simple:Q7Z5A9	GPR1	FAM19A1	True	True	False	curated	False	1.568																																																																																	
CPI-SS02ADD742C	WNT7A_SFRP1	simple:O00755	simple:Q8N474	WNT7A	SFRP1	True	False	False	curated	False	1.568																																																																																	
CPI-SS02CFD3215	WNT1_SFRP4	simple:P04628	simple:Q6FHJ7	WNT1	SFRP4	True	False	False	curated	False	1.568																																																																																	
CPI-SS02AF6643F	WNT9B_SFRP4	simple:O14905	simple:Q6FHJ7	WNT9B	SFRP4	True	False	False	curated	False	1.568																																																																																	
CPI-SS042439610	WNT9A_SFRP4	simple:O14904	simple:Q6FHJ7	WNT9A	SFRP4	True	False	False	curated	False	1.568																																																																																	
CPI-SS001D0E553	WNT7A_SFRP4	simple:O00755	simple:Q6FHJ7	WNT7A	SFRP4	True	False	False	curated	False	1.568																																																																																	
CPI-SS0A21B9682	WNT5A_SFRP4	simple:P41221	simple:Q6FHJ7	WNT5A	SFRP4	True	False	False	curated	False	1.568																																																																																	
CPI-SS02879E156	WNT3A_SFRP4	simple:P56704	simple:Q6FHJ7	WNT3A	SFRP4	True	False	False	curated	False	1.568																																																																																	
CPI-SS0E161B905	WNT7B_SFRP5	simple:P56706	simple:Q5T4F7	WNT7B	SFRP5	True	False	False	curated	False	1.568																																																																																	
CPI-SS062CEFDBE	WNT11_SFRP4	simple:O96014	simple:Q6FHJ7	WNT11	SFRP4	True	False	False	curated	False	1.568																																																																																	
CPI-SS0A93EEAEB	WNT9A_SFRP1	simple:O14904	simple:Q8N474	WNT9A	SFRP1	True	False	False	curated	False	1.568																																																																																	
CPI-SS0648E8525	WNT9B_SFRP1	simple:O14905	simple:Q8N474	WNT9B	SFRP1	True	False	False	curated	False	1.568																																																																																	
CPI-SS0429E615A	WNT11_SFRP1	simple:O96014	simple:Q8N474	WNT11	SFRP1	True	False	False	curated	False	1.568																																																																																	
CPI-SS0EE63435D	WNT4_FRZB	simple:P56705	simple:Q92765	WNT4	FRZB	True	False	False	curated	False	1.568																																																																																	
CPI-SS0A10C2A8F	WNT3_FRZB	simple:P56703	simple:Q92765	WNT3	FRZB	True	False	False	curated	False	1.568																																																																																	
CPI-SS09C4988F8	PROS1_TYRO3	simple:P07225	simple:Q06418	PROS1	TYRO3	True	False	True	guidetopharmacology.org	False	1.568																																																																																	
CPI-SS0961DD05D	WNT1_FRZB	simple:P04628	simple:Q92765	WNT1	FRZB	True	False	False	curated	False	1.568																																																																																	
CPI-SS01072357C	WNT11_FRZB	simple:O96014	simple:Q92765	WNT11	FRZB	True	False	False	curated	False	1.568																																																																																	
CPI-SS0AC8C45C5	WNT9B_FRZB	simple:O14905	simple:Q92765	WNT9B	FRZB	True	False	False	curated	False	1.568																																																																																	
CPI-SS0EBBBD522	WNT9A_FRZB	simple:O14904	simple:Q92765	WNT9A	FRZB	True	False	False	curated	False	1.568																																																																																	
CPI-SS0123EE122	WNT7A_FRZB	simple:O00755	simple:Q92765	WNT7A	FRZB	True	False	False	curated	False	1.568																																																																																	
CPI-SS007954822	WNT5A_FRZB	simple:P41221	simple:Q92765	WNT5A	FRZB	True	False	False	curated	False	1.568																																																																																	
CPI-SS0CCE526F7	WNT3A_FRZB	simple:P56704	simple:Q92765	WNT3A	FRZB	True	False	False	curated	False	1.568																																																																																	
CPI-SS0FE9D6F11	WNT7B_SFRP1	simple:P56706	simple:Q8N474	WNT7B	SFRP1	True	False	False	curated	False	1.568																																																																																	
CPI-SS036707F4C	WNT4_SFRP1	simple:P56705	simple:Q8N474	WNT4	SFRP1	True	False	False	curated	False	1.568																																																																																	
CPI-SS0DF9024C0	WNT3_SFRP1	simple:P56703	simple:Q8N474	WNT3	SFRP1	True	False	False	curated	False	1.568																																																																																	
CPI-SS04CD88411	GPR1_RARRES2	simple:P46091	simple:Q99969	GPR1	RARRES2	True	True	False	curated	False	1.568																																																																																	
CPI-SS002CC4C02	WNT1_SFRP1	simple:P04628	simple:Q8N474	WNT1	SFRP1	True	False	False	curated	False	1.568																																																																																	
CPI-SS0D5AAA463	WNT4_SFRP5	simple:P56705	simple:Q5T4F7	WNT4	SFRP5	True	False	False	curated	False	1.568																																																																																	
CPI-SS03BC3A729	WNT7B_FRZB	simple:P56706	simple:Q92765	WNT7B	FRZB	True	False	False	curated	False	1.568																																																																																	
CPI-SS0D2044B87	WNT3_SFRP5	simple:P56703	simple:Q5T4F7	WNT3	SFRP5	True	False	False	curated	False	1.568																																																																																	
CPI-SS07447802E	WNT1_SFRP5	simple:P04628	simple:Q5T4F7	WNT1	SFRP5	True	False	False	curated	False	1.568																																																																																	
CPI-SS0708FE6FF	NRG1_LSR	simple:Q02297	simple:Q86X29	NRG1	LSR	True	True	True	InnateDB-All	False	1.568																																																																																	
CPI-SS0E075E5AF	NRG1_NETO2	simple:Q02297	simple:Q8NC67	NRG1	NETO2	True	True	True	InnateDB-All	False	1.568																																																																																	
CPI-SS0978D28AB	NRG1_MS4A4A	simple:Q02297	simple:Q96JQ5	NRG1	MS4A4A	True	True	True	IMEx,IntAct	False	1.568																																																																																	
CPI-SS02572E1EF	NRG1_LGR4	simple:Q02297	simple:Q9BXB1	NRG1	LGR4	True	True	True	InnateDB-All	False	1.568																																																																																	
CPI-SS0734D2DA8	WNT5A_SFRP5	simple:P41221	simple:Q5T4F7	WNT5A	SFRP5	True	False	False	curated	False	1.568																																																																																	
CPI-SS01F46C4AB	WNT3A_SFRP5	simple:P56704	simple:Q5T4F7	WNT3A	SFRP5	True	False	False	curated	False	1.568																																																																																	
CPI-SS004C23DCE	EREG_EGFR	simple:O14944	simple:P00533	EREG	EGFR	True	False	True	curated	False	1.568																																																																																	
CPI-SS034D3988F	RSPO4_LGR4	simple:Q2I0M5	simple:Q9BXB1	RSPO4	LGR4	True	False	True	curated	False	1.568																																																																																	
CPI-SS01E3453DB	RSPO2_LGR4	simple:Q6UXX9	simple:Q9BXB1	RSPO2	LGR4	True	False	True	curated	False	1.568																																																																																	
CPI-SS0609FCF76	RSPO4_LGR6	simple:Q2I0M5	simple:Q9HBX8	RSPO4	LGR6	True	False	True	curated	False	1.568																																																																																	
CPI-CS0245870E9	Lthyroxine_byTPO_THRB	complex:Lthyroxine_byTPO	simple:P10828		THRB	True	False	False	curated	False	1.568																																																																																	
CPI-SS0E5397537	RSPO1_LGR6	simple:Q2MKA7	simple:Q9HBX8	RSPO1	LGR6	True	False	True	curated	False	1.568																																																																																	
CPI-SS019104E2E	RSPO2_LGR6	simple:Q6UXX9	simple:Q9HBX8	RSPO2	LGR6	True	False	True	curated	False	1.568																																																																																	
CPI-SS00BE17C71	APOB_APOBR	simple:P04114	simple:Q0VD83	APOB	APOBR	True	False	True	curated	False	1.568																																																																																	
CPI-SS0057AB387	RSPO1_LGR4	simple:Q2MKA7	simple:Q9BXB1	RSPO1	LGR4	True	False	True	curated	False	1.568																																																																																	
CPI-SS0BD5C2A23	NRG1_ERBB4	simple:Q02297	simple:Q15303	NRG1	ERBB4	True	True	True	curated	False	1.568																																																																																	
CPI-SS0D5E30C6C	NRG3_ERBB4	simple:P56975	simple:Q15303	NRG3	ERBB4	True	False	True	curated	False	1.568																																																																																	
CPI-SS0BF15C2D4	WNT7A_SFRP5	simple:O00755	simple:Q5T4F7	WNT7A	SFRP5	True	False	False	curated	False	1.568																																																																																	
CPI-SS0102731DE	WNT11_SFRP5	simple:O96014	simple:Q5T4F7	WNT11	SFRP5	True	False	False	curated	False	1.568																																																																																	
CPI-SS050876F99	WNT9B_SFRP5	simple:O14905	simple:Q5T4F7	WNT9B	SFRP5	True	False	False	curated	False	1.568																																																																																	
CPI-SS0E0BCE16F	FGFR1_FGF5	simple:P11362	simple:P12034	FGFR1	FGF5	True	True	False	curated	False	1.568																																																																																	
CPI-SS0DF5E47DB	SCGB3A1_MARCO	simple:Q96QR1	simple:Q9UEW3	SCGB3A1	MARCO	True	False	True	I2D,InnateDB-All	False	1.568																																																																																	
CPI-SS016FD0C8A	RNASET2_TLR8	simple:O00584	simple:Q9NR97	RNASET2	TLR8	True	False	True	curated	False	1.568																																																																																	
CPI-SS0BBA3F8DC	FPR2_FAM19A5	simple:P25090	simple:Q7Z5A7	FPR2	FAM19A5	True	True	False	curated	False	1.568																																																																																	
CPI-SS078D3318D	GPR37_FAM19A5	simple:O15354	simple:Q7Z5A7	GPR37	FAM19A5	True	True	False	IMEx,MINT	False	1.568																																																																																	
CPI-SS041C01EC0	S1PR2_FAM19A5	simple:O95136	simple:Q7Z5A7	S1PR2	FAM19A5	True	True	False	curated	False	1.568																																																																																	
CPI-SS0C321CE6D	FPR2_CAMP	simple:P25090	simple:P49913	FPR2	CAMP	True	True	False	guidetopharmacology.org	False	1.568																																																																																	
CPI-SS074050495	GHRH_GHRHR	simple:P01286	simple:Q02643	GHRH	GHRHR	True	False	True	curated	False	1.568																																																																																	
CPI-SS053613259	NRG2_ERBB3	simple:O14511	simple:P21860	NRG2	ERBB3	True	False	True	curated	False	1.568																																																																																	
CPI-SS0E063192D	NRG2_ERBB4	simple:O14511	simple:Q15303	NRG2	ERBB4	True	False	True	curated	False	1.568																																																																																	
CPI-SS0FC42EC80	EREG_ERBB4	simple:O14944	simple:Q15303	EREG	ERBB4	True	False	True	curated	False	1.568																																																																																	
CPI-SS0F0D7F25C	BTC_ERBB4	simple:P35070	simple:Q15303	BTC	ERBB4	True	False	True	curated	False	1.568																																																																																	
CPI-SS0F103D7A7	WNT9A_SFRP5	simple:O14904	simple:Q5T4F7	WNT9A	SFRP5	True	False	False	curated	False	1.568																																																																																	
CPI-SS001BD48FB	WNT2_SFRP5	simple:P09544	simple:Q5T4F7	WNT2	SFRP5	True	False	False	curated	False	1.568																																																																																	
CPI-SS0EB5364D4	RSPO3_LGR6	simple:Q9BXY4	simple:Q9HBX8	RSPO3	LGR6	True	False	True	curated	False	1.568																																																																																	
CPI-SS0F05B138C	WNT3A_SFRP2	simple:P56704	simple:Q96HF1	WNT3A	SFRP2	True	False	False	curated	False	1.568																																																																																	
CPI-SS0F41AC8EC	WNT7A_SFRP2	simple:O00755	simple:Q96HF1	WNT7A	SFRP2	True	False	False	curated	False	1.568																																																																																	
CPI-SS06CE0CF64	CORT_SSTR1	simple:O00230	simple:P30872	CORT	SSTR1	True	False	True	curated	False	1.568																																																																																	
CPI-CS0CF4B0B76	NKG2D_II_receptor_ULBP2	complex:NKG2D_II_receptor	simple:Q9BZM5		ULBP2	True	True	False	curated	False	1.568																																																																																	
CPI-CS04AC85773	NKG2D_II_receptor_ULBP3	complex:NKG2D_II_receptor	simple:Q9BZM4		ULBP3	False	True	False	curated	False	1.568																																																																																	
CPI-CS0900D8465	NKG2D_II_receptor_RAET1E	complex:NKG2D_II_receptor	simple:Q8TD07		RAET1E	True	True	False	curated	False	1.568																																																																																	
CPI-SS0C272BD3D	CORT_SSTR2	simple:O00230	simple:P30874	CORT	SSTR2	True	False	True	curated	False	1.568																																																																																	
CPI-SS0AB20B9AD	CORT_SSTR3	simple:O00230	simple:P32745	CORT	SSTR3	True	False	True	curated	False	1.568																																																																																	
CPI-SS073811AB3	TNFRSF11B_TNFSF11	simple:O00300	simple:O14788	TNFRSF11B	TNFSF11	True	False	True	curated	False	1.568																																																																																	
CPI-SS0A7FB677C	CORT_SSTR5	simple:O00230	simple:P35346	CORT	SSTR5	True	False	True	curated	False	1.568																																																																																	
CPI-CS0EFC3DBAF	NKG2D_II_receptor_RAET1G	complex:NKG2D_II_receptor	simple:Q6H3X3		RAET1G	True	True	False	curated	False	1.568																																																																																	
CPI-CS06BF2DA72	NKG2D_II_receptor_RAET1L	complex:NKG2D_II_receptor	simple:Q5VY80		RAET1L	False	True	False	curated	False	1.568																																																																																	
CPI-CS0125C709C	NKG2D_II_receptor_MICA	complex:NKG2D_II_receptor	simple:Q29983		MICA	False	True	False	curated	False	1.568																																																																																	
CPI-CS088059426	NKG2D_II_receptor_MICB	complex:NKG2D_II_receptor	simple:Q29980		MICB	False	True	False	curated	False	1.568																																																																																	
CPI-CS0B5D1E156	MIS_receptor_3_AMH	complex:MIS_receptor_3	simple:P03971		AMH	True	True	False	curated	False	1.568																																																																																	
CPI-CS0F32EB9F1	MIS_receptor_2_AMH	complex:MIS_receptor_2	simple:P03971		AMH	True	True	False	curated	False	1.568																																																																																	
CPI-SC063148F3A	ADM_RAMP3_complex	simple:P35318	complex:RAMP3_complex	ADM		True	False	True	curated	False	1.568																																																																																	
CPI-SC08968AFE6	MSTN_TGFR_AVR2B	simple:O14793	complex:TGFR_AVR2B	MSTN		True	False	True	curated	False	1.568																																																																																	
CPI-SC017215F7F	GDF11_TGFR_AVR2B	simple:O95390	complex:TGFR_AVR2B	GDF11		True	False	True	curated	False	1.568																																																																																	
CPI-SC023986FB9	MSTN_TGFR_AVR2A	simple:O14793	complex:TGFR_AVR2A	MSTN		True	False	True	curated	False	1.568																																																																																	
CPI-SS035E5A708	DLL3_NOTCH3	simple:Q9NYJ7	simple:Q9UM47	DLL3	NOTCH3	False	False	True	curated	False	1.568																																																																																	
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	DLK1	NOTCH4	False	False	True	curated	False	1.568																																																																																	
CPI-SS0C0A61F92	PLXNB2_SEMA4G	simple:O15031	simple:Q9NTN9	PLXNB2	SEMA4G	False	True	False	curated	False	1.568																																																																																	
CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	DLK1	NOTCH2	False	False	True	curated	False	1.568																																																																																	
CPI-SS0EBA5A4D8	VEGFD_KDR	simple:O43915	simple:P35968	VEGFD	KDR	True	False	True	curated	False	1.568																																																																																	
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	CD160	TNFRSF14	False	True	True	curated	False	1.568																																																																																	
CPI-SS039799099	FGFR1_NCAM1	simple:P11362	simple:P13591	FGFR1	NCAM1	True	True	True	curated	False	1.568																																																																																	
CPI-SS075189979	AGRN_NCAM1	simple:O00468	simple:P13591	AGRN	NCAM1	True	False	True	curated	False	1.568																																																																																	
CPI-SS016B7C7D6	BMP2_SMO	simple:P12643	simple:Q99835	BMP2	SMO	True	False	True	I2D	False	1.568																																																																																	
CPI-SS0A69F13A3	WNT4_SMO	simple:P56705	simple:Q99835	WNT4	SMO	True	False	True	I2D	False	1.568																																																																																	
CPI-SS0A81A3626	WNT7A_LDLR	simple:O00755	simple:P01130	WNT7A	LDLR	True	False	True	InnateDB-All	False	1.568																																																																																	
CPI-SS0EECD7662	GPR25_RETN	simple:O00155	simple:Q9HD89	GPR25	RETN	True	True	False	IMEx,IntAct	False	1.568																																																																																	
CPI-SS0C412B7DE	CD70_TNFRSF17	simple:P32970	simple:Q02223	CD70	TNFRSF17	True	False	True	InnateDB-All	False	1.568																																																																																	
CPI-SC001669E22	GDF11_TGFR_AVR2A	simple:O95390	complex:TGFR_AVR2A	GDF11		True	False	True	curated	False	1.568																																																																																	
CPI-CS036E570BB	NKG2D_II_receptor_ULBP1	complex:NKG2D_II_receptor	simple:Q9BZM6		ULBP1	False	True	True	curated	False	1.568																																																																																	
CPI-CS0724C54D2	MIS_receptor_1_AMH	complex:MIS_receptor_1	simple:P03971		AMH	True	True	False	curated	False	1.568																																																																																	
CPI-SS03F33B34C	WNT5A_SFRP2	simple:P41221	simple:Q96HF1	WNT5A	SFRP2	True	False	False	curated	False	1.568																																																																																	
CPI-SS0E7CBFD03	WNT5A_ROR2	simple:P41221	simple:Q01974	WNT5A	ROR2	True	False	True	curated	False	1.568																																																																																	
CPI-SS0331C5A49	GDF11_ANTXR1	simple:O95390	simple:Q9H6X2	GDF11	ANTXR1	True	False	True	InnateDB-All	False	1.568																																																																																	
CPI-SS0CCD1017B	WNT9B_WIF1	simple:O14905	simple:Q9Y5W5	WNT9B	WIF1	True	False	False	curated	False	1.568																																																																																	
CPI-SS04662DF1A	WNT9A_WIF1	simple:O14904	simple:Q9Y5W5	WNT9A	WIF1	True	False	False	curated	False	1.568																																																																																	
CPI-SS0F5CC57E2	WNT7A_WIF1	simple:O00755	simple:Q9Y5W5	WNT7A	WIF1	True	False	False	curated	False	1.568																																																																																	
CPI-SS0E9F84F1F	LEFTY1_TDGF1	simple:O75610	simple:P13385	LEFTY1	TDGF1	True	False	False	curated	False	1.568																																																																																	
CPI-SS0CD97BA9B	WNT3A_WIF1	simple:P56704	simple:Q9Y5W5	WNT3A	WIF1	True	False	False	curated	False	1.568																																																																																	
CPI-SS08643DD8A	WNT2B_SFRP2	simple:Q93097	simple:Q96HF1	WNT2B	SFRP2	True	False	False	curated	False	1.568																																																																																	
CPI-SS09BDB5618	WNT11_WIF1	simple:O96014	simple:Q9Y5W5	WNT11	WIF1	True	False	False	curated	False	1.568																																																																																	
CPI-SS08F783A87	WNT7B_SFRP2	simple:P56706	simple:Q96HF1	WNT7B	SFRP2	True	False	False	curated	False	1.568																																																																																	
CPI-SS0E9BE6A4E	WNT3_SFRP2	simple:P56703	simple:Q96HF1	WNT3	SFRP2	True	False	False	curated	False	1.568																																																																																	
CPI-SS0E9F23560	TULP1_TYRO3	simple:O00294	simple:Q06418	TULP1	TYRO3	True	False	True	curated	False	1.568																																																																																	
CPI-SS0D861FC88	WNT1_SFRP2	simple:P04628	simple:Q96HF1	WNT1	SFRP2	True	False	False	curated	False	1.568																																																																																	
CPI-SS0C283076A	WNT11_SFRP2	simple:O96014	simple:Q96HF1	WNT11	SFRP2	True	False	False	curated	False	1.568																																																																																	
CPI-SS0ED630027	WNT9B_SFRP2	simple:O14905	simple:Q96HF1	WNT9B	SFRP2	True	False	False	curated	False	1.568																																																																																	
CPI-SS00877D499	WNT9A_SFRP2	simple:O14904	simple:Q96HF1	WNT9A	SFRP2	True	False	False	curated	False	1.568																																																																																	
CPI-SS0661CE946	WNT4_SFRP2	simple:P56705	simple:Q96HF1	WNT4	SFRP2	True	False	False	curated	False	1.568																																																																																	
CPI-SS0BE97E181	WNT1_WIF1	simple:P04628	simple:Q9Y5W5	WNT1	WIF1	True	False	False	curated	False	1.568																																																																																	
CPI-SS033A27302	LEFTY2_TDGF1	simple:O00292	simple:P13385	LEFTY2	TDGF1	True	False	False	curated	False	1.568																																																																																	
CPI-SS019ABECEC	ASIP_MC1R	simple:P42127	simple:Q01726	ASIP	MC1R	True	False	True	curated	False	1.568																																																																																	
CPI-SC0C396EE2C	ADM2_RAMP3_complex	simple:Q7Z4H4	complex:RAMP3_complex	ADM2		True	False	True	curated	False	1.568																																																																																	
CPI-SC01AD532CA	ADM2_RAMP2_complex	simple:Q7Z4H4	complex:RAMP2_complex	ADM2		True	False	True	curated	False	1.568																																																																																	
CPI-SS073232B30	POMC_OPRD1	simple:P01189	simple:P41143	POMC	OPRD1	True	False	True	curated	False	1.568																																																																																	
CPI-SS0C56C483F	WNT5A_ANTXR1	simple:P41221	simple:Q9H6X2	WNT5A	ANTXR1	True	False	True	InnateDB-All	False	1.568																																																																																	
CPI-SS0BD6EE954	PENK_OPRD1	simple:P01210	simple:P41143	PENK	OPRD1	True	False	True	curated	False	1.568																																																																																	
CPI-SS0097929A7	BMP7_SLAMF1	simple:P18075	simple:Q13291	BMP7	SLAMF1	True	False	True	InnateDB-All	False	1.568																																																																																	
CPI-SS0D192A275	WNT16_WIF1	simple:Q9UBV4	simple:Q9Y5W5	WNT16	WIF1	True	False	False	curated	False	1.568																																																																																	
CPI-SS08A803A29	POMC_OPRK1	simple:P01189	simple:P41145	POMC	OPRK1	True	False	True	curated	False	1.568																																																																																	
CPI-SS02682D84C	WNT5B_WIF1	simple:Q9H1J7	simple:Q9Y5W5	WNT5B	WIF1	True	False	False	curated	False	1.568																																																																																	
CPI-SS0D1EF9598	PENK_OPRK1	simple:P01210	simple:P41145	PENK	OPRK1	True	False	True	curated	False	1.568																																																																																	
CPI-SS010F961E8	WNT2B_WIF1	simple:Q93097	simple:Q9Y5W5	WNT2B	WIF1	True	False	False	curated	False	1.568																																																																																	
CPI-SS0D10CE481	WNT7B_WIF1	simple:P56706	simple:Q9Y5W5	WNT7B	WIF1	True	False	False	curated	False	1.568																																																																																	
CPI-SS068E97BDA	WNT4_WIF1	simple:P56705	simple:Q9Y5W5	WNT4	WIF1	True	False	False	curated	False	1.568																																																																																	
CPI-SS0146C75AD	WNT3_WIF1	simple:P56703	simple:Q9Y5W5	WNT3	WIF1	True	False	False	curated	False	1.568																																																																																	
CPI-SS00BD8FF72	POMC_MC1R	simple:P01189	simple:Q01726	POMC	MC1R	True	False	True	curated	False	1.568																																																																																	
CPI-SS073F3FAD5	WNT5A_ROR1	simple:P41221	simple:Q01973	WNT5A	ROR1	True	False	True	curated	False	1.568																																																																																	
CPI-SS05D7900BF	PTN_ALK	simple:P21246	simple:Q9UM73	PTN	ALK	True	False	True	curated	False	1.568																																																																																	
CPI-SS012AFC842	MDK_ALK	simple:P21741	simple:Q9UM73	MDK	ALK	True	False	True	curated	False	1.568																																																																																	
CPI-SS0ED2573CA	TNFSF11_TNFRSF11A	simple:O14788	simple:Q9Y6Q6	TNFSF11	TNFRSF11A	True	True	True	curated	False	1.568																																																																																	
CPI-SS01DCC7684	EFNA2_EPHA7	simple:O43921	simple:Q15375	EFNA2	EPHA7	False	False	True	curated	False	1.568																																																																																	
CPI-SS01AD399A0	IL4_IL13RA2	simple:P05112	simple:Q14627	IL4	IL13RA2	True	False	True	I2D	False	1.568																																																																																	
CPI-SS066FBE098	IL13_IL13RA2	simple:P35225	simple:Q14627	IL13	IL13RA2	True	False	True	curated	False	1.568																																																																																	
CPI-SS0186F8AED	TNFSF9_IL13RA2	simple:P41273	simple:Q14627	TNFSF9	IL13RA2	True	False	True	InnateDB-All	False	1.568																																																																																	
CPI-SS0BE5B4FCD	FGFR3_FGF20	simple:P22607	simple:Q9NP95	FGFR3	FGF20	True	True	False	curated	False	1.568																																																																																	
CPI-SS00689751B	PRL_PRLR	simple:P01236	simple:P16471	PRL	PRLR	True	False	True	curated	False	1.568																																																																																	
CPI-SS03E450F99	EFNA1_EPHA7	simple:P20827	simple:Q15375	EFNA1	EPHA7	True	False	True	curated	False	1.568																																																																																	
CPI-SS098F416C1	FGFR2_XPR1	simple:P21802	simple:Q9UBH6	FGFR2	XPR1	True	True	True	InnateDB-All	False	1.568																																																																																	
CPI-SC00EA503F2	CALCA_RAMP1_complex	simple:P01258	complex:RAMP1_complex	CALCA		True	False	True	curated	False	1.568																																																																																	
CPI-SS0EE9E214A	FGFR2_FGF22	simple:P21802	simple:Q9HCT0	FGFR2	FGF22	True	True	False	curated	False	1.568																																																																																	
CPI-SS0CC898553	FGFR2_PTPRR	simple:P21802	simple:Q15256	FGFR2	PTPRR	True	True	True	InnateDB-All	False	1.568																																																																																	
CPI-SC02CD655EB	CALCB_RAMP1_complex	simple:P10092	complex:RAMP1_complex	CALCB		True	False	True	curated	False	1.568																																																																																	
CPI-SS012B216F6	PTHLH_PTH2R	simple:P12272	simple:P49190	PTHLH	PTH2R	True	False	True	curated	False	1.568																																																																																	
CPI-SS02C29C238	FGFR3_NECTIN1	simple:P22607	simple:Q15223	FGFR3	NECTIN1	True	True	True	InnateDB-All	False	1.568																																																																																	
