gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cell	Cancer_cellHR-proficient	Cancer_cellHRD	Endothelial_cell	Fibroblast	Mast_cell	Myeloid_cell	T_cell	pDC
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC054A62E24	0.002	0.007	0.007	0.022	0.219	0.339	0.131	0.002	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC065EAD131	0.002	0.007	0.007	0.022	0.219	0.339	0.131	0.002	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0C253E5C0	0.002	0.007	0.007	0.022	0.219	0.339	0.131	0.002	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC08689D69E	0.002	0.007	0.007	0.022	0.219	0.339	0.131	0.002	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0DACB3814	0.002	0.007	0.007	0.022	0.219	0.339	0.131	0.002	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC01013C167	0.002	0.007	0.007	0.022	0.219	0.339	0.131	0.002	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-SC0AD976083	0.001	0.004	0.001	0.01	0.032	0.0	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC026C4A350	0.001	0.004	0.001	0.01	0.032	0.0	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC006FA0683	0.001	0.004	0.001	0.01	0.032	0.0	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC07740C2C7	0.001	0.004	0.001	0.01	0.032	0.0	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0033B8550	0.001	0.004	0.001	0.01	0.032	0.0	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0B7305040	0.001	0.004	0.001	0.01	0.032	0.0	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC04D4A2639	0.001	0.004	0.001	0.01	0.032	0.0	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC03471D12E	0.001	0.004	0.001	0.01	0.032	0.0	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0EE65B390	0.001	0.004	0.001	0.01	0.032	0.0	0.011	0.0	0.0
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0B0EE8B92	0.001	0.004	0.001	0.01	0.032	0.0	0.011	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-SC061B08F44	0.002	0.029	0.034	0.042	0.101	0.002	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC019B04ACA	0.002	0.029	0.034	0.042	0.101	0.002	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC034CDFF5A	0.002	0.029	0.034	0.042	0.101	0.002	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC03D29A57A	0.002	0.029	0.034	0.042	0.101	0.002	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC02DA10AF1	0.002	0.029	0.034	0.042	0.101	0.002	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC08FFD9783	0.002	0.029	0.034	0.042	0.101	0.002	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0DB92A7C7	0.002	0.029	0.034	0.042	0.101	0.002	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC03F4523A8	0.002	0.029	0.034	0.042	0.101	0.002	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0D18F107A	0.002	0.029	0.034	0.042	0.101	0.002	0.003	0.001	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC07EB70E9C	0.002	0.029	0.034	0.042	0.101	0.002	0.003	0.001	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0E03C13D1	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0E4A99136	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC028882919	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0AA90A03B	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0A7864078	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0756B421F	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0C91660AB	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0CED85DDE	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC07707E049	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0096917A2	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0B991F6B1	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0251EEF61	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC07F654CB3	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC059D160BE	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC034D4CF73	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC050CC3A3F	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC05590EDD3	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0FCB8DFBB	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0DA063880	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC068FFC547	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0F1833AC0	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC01BE5E1F7	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC039737584	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC030087D4F	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0CC8A2F79	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0B4771D76	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0B4F620A6	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0B6D93CD4	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC027EF0F68	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0BFDE14E9	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0FD500AF3	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0A210DC1F	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0423059DF	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC09E4E673B	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0E9AA9087	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0A18569E5	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC090152EEE	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0AA500B63	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC008D5E4B2	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC076898564	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0EC720659	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0F393B830	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC00942962B	0.003	0.017	0.034	0.077	0.035	0.0	0.004	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0EDDBD0FB	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0E453F338	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0AD2341AF	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0A5E87289	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0C061DC28	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0C351F7DF	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0AE4F5BAB	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC075489ADB	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC015ECCD97	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC09AE93F66	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC06F3DDF90	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0FB1817EE	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0C5B4E222	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC044916391	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC06DCE672A	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0E8C3A996	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC08821B0D2	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0CC30CEC0	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0D0BFC9F7	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC04FF0CDA1	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC044B5BE16	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0BCE0B954	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0755F1632	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0FAC9844A	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC08F17FB3E	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC037038602	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0519DE925	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC092A2325E	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC01633DC81	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC01539071B	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC086D7EC73	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0C155763A	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0E09C8768	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0B09B811A	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0E40282DA	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC093DFA335	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0FC6454F5	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC015ED6B05	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC08885876E	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0C1E494D6	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0A3722F1F	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0BB8BF2C5	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0D3C68BD6	0.004	0.019	0.022	0.01	0.611	0.007	0.014	0.003	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0D3870098	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0C6DC4D50	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC08DBCCFF0	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0EA8ABCFD	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC00367777A	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0744E13CB	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC037A0554C	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC09DB9D20A	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC03F728659	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0E53A238E	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0549A759B	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0F9FB6DCB	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0ECDD1074	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC071163509	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC070BECDC9	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0592501EA	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0453131F6	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC00EAD4C47	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC03760D980	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC042B580A3	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC027893337	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0C739EDCE	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC04ABF0023	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0886D58EF	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0E509A5C6	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC04FA882F7	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0AB5FBF10	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC06AD39F88	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0C8B6ACF5	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0DC74CBE5	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0270AA5D9	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC079D293A2	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC073A7317A	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC01C274A51	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0FCF853DB	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC050F64BB5	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0713C9654	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC01E6BE079	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC065DB6486	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0E83A4B71	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0804EB2C0	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC0C841033A	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a1b1_complex	CPI-SC03AF43F8B	0.012	0.022	0.02	0.467	0.422	0.018	0.011	0.124	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC00D0AFED0	0.004	0.064	0.037	0.16	0.029	0.016	0.01	0.027	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC0A6F94686	0.004	0.064	0.037	0.16	0.029	0.016	0.01	0.027	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC04BCFC59C	0.004	0.064	0.037	0.16	0.029	0.016	0.01	0.027	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC09C62F412	0.004	0.064	0.037	0.16	0.029	0.016	0.01	0.027	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC06A152CC0	0.004	0.064	0.037	0.16	0.029	0.016	0.01	0.027	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC03515B178	0.004	0.064	0.037	0.16	0.029	0.016	0.01	0.027	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a2b1_complex	CPI-SC01D1C56CC	0.004	0.064	0.037	0.16	0.029	0.016	0.01	0.027	0.0
